Chr	Start	End	CE_start	CE_end
NW_003302185.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_576, whole genome shotgun sequence	1	6219	3109.5	3609.5
NW_003302184.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_579, whole genome shotgun sequence	1	5937	2968.5	3468.5
NW_003302183.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_580, whole genome shotgun sequence	1	5936	2968	3468
NW_003302182.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_582, whole genome shotgun sequence	1	5927	2963.5	3463.5
NW_003302181.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_584, whole genome shotgun sequence	1	5890	2945	3445
NW_003302180.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_585, whole genome shotgun sequence	1	6689	3344.5	3844.5
NW_003302179.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_587, whole genome shotgun sequence	1	5857	2928.5	3428.5
NW_003302178.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_588, whole genome shotgun sequence	1	7625	3812.5	4312.5
NW_003302177.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_589, whole genome shotgun sequence	1	5841	2920.5	3420.5
NW_003302176.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_591, whole genome shotgun sequence	1	5806	2903	3403
NW_003302175.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_592, whole genome shotgun sequence	1	6190	3095	3595
NW_003302174.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_594, whole genome shotgun sequence	1	6032	3016	3516
NW_003302173.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_595, whole genome shotgun sequence	1	6717	3358.5	3858.5
NW_003302172.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_597, whole genome shotgun sequence	1	6031	3015.5	3515.5
NW_003302171.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_602, whole genome shotgun sequence	1	6162	3081	3581
NW_003302170.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_603, whole genome shotgun sequence	1	5688	2844	3344
NW_003302169.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_604, whole genome shotgun sequence	1	5673	2836.5	3336.5
NW_003302168.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_607, whole genome shotgun sequence	1	6542	3271	3771
NW_003302167.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_608, whole genome shotgun sequence	1	5644	2822	3322
NW_003302166.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_610, whole genome shotgun sequence	1	6315	3157.5	3657.5
NW_003302165.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_612, whole genome shotgun sequence	1	6294	3147	3647
NW_003302164.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_614, whole genome shotgun sequence	1	5576	2788	3288
NW_003302163.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_615, whole genome shotgun sequence	1	5574	2787	3287
NW_003302162.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_616, whole genome shotgun sequence	1	5563	2781.5	3281.5
NW_003302161.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_617, whole genome shotgun sequence	1	6537	3268.5	3768.5
NW_003302160.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_624, whole genome shotgun sequence	1	8921	4460.5	4960.5
NW_003302159.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_625, whole genome shotgun sequence	1	5482	2741	3241
NW_003302158.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_626, whole genome shotgun sequence	1	5482	2741	3241
NW_003302157.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_627, whole genome shotgun sequence	1	5482	2741	3241
NW_003302156.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_628, whole genome shotgun sequence	1	5459	2729.5	3229.5
NW_003302155.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_629, whole genome shotgun sequence	1	5457	2728.5	3228.5
NW_003302154.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_630, whole genome shotgun sequence	1	5629	2814.5	3314.5
NW_003302153.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_631, whole genome shotgun sequence	1	5424	2712	3212
NW_003302152.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_635, whole genome shotgun sequence	1	6847	3423.5	3923.5
NW_003302151.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_636, whole genome shotgun sequence	1	5373	2686.5	3186.5
NW_003302150.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_637, whole genome shotgun sequence	1	5829	2914.5	3414.5
NW_003302149.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_638, whole genome shotgun sequence	1	5368	2684	3184
NW_003302148.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_639, whole genome shotgun sequence	1	5820	2910	3410
NW_003302147.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_642, whole genome shotgun sequence	1	6019	3009.5	3509.5
NW_003302146.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_645, whole genome shotgun sequence	1	6504	3252	3752
NW_003302145.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_646, whole genome shotgun sequence	1	5493	2746.5	3246.5
NW_003302144.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_649, whole genome shotgun sequence	1	5283	2641.5	3141.5
NW_003302143.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_651, whole genome shotgun sequence	1	5261	2630.5	3130.5
NW_003302142.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_653, whole genome shotgun sequence	1	5252	2626	3126
NW_003302141.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_655, whole genome shotgun sequence	1	5225	2612.5	3112.5
NW_003302140.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_658, whole genome shotgun sequence	1	5205	2602.5	3102.5
NW_003302139.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_659, whole genome shotgun sequence	1	5359	2679.5	3179.5
NW_003302138.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_661, whole genome shotgun sequence	1	5160	2580	3080
NW_003302137.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_662, whole genome shotgun sequence	1	5156	2578	3078
NW_003302136.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_663, whole genome shotgun sequence	1	5148	2574	3074
NW_003302135.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_664, whole genome shotgun sequence	1	5148	2574	3074
NW_003302134.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_665, whole genome shotgun sequence	1	5827	2913.5	3413.5
NW_003302133.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_666, whole genome shotgun sequence	1	5241	2620.5	3120.5
NW_003302132.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_667, whole genome shotgun sequence	1	5140	2570	3070
NW_003302131.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_668, whole genome shotgun sequence	1	5132	2566	3066
NW_003302130.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_669, whole genome shotgun sequence	1	5128	2564	3064
NW_003302129.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_670, whole genome shotgun sequence	1	5121	2560.5	3060.5
NW_003302128.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_671, whole genome shotgun sequence	1	5118	2559	3059
NW_003302127.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_672, whole genome shotgun sequence	1	5491	2745.5	3245.5
NW_003302126.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_674, whole genome shotgun sequence	1	5112	2556	3056
NW_003302125.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_675, whole genome shotgun sequence	1	6837	3418.5	3918.5
NW_003302124.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_677, whole genome shotgun sequence	1	5864	2932	3432
NW_003302123.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_678, whole genome shotgun sequence	1	5083	2541.5	3041.5
NW_003302122.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_679, whole genome shotgun sequence	1	5059	2529.5	3029.5
NW_003302121.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_680, whole genome shotgun sequence	1	5240	2620	3120
NW_003302120.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_681, whole genome shotgun sequence	1	5213	2606.5	3106.5
NW_003302119.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_682, whole genome shotgun sequence	1	5054	2527	3027
NW_003302118.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_683, whole genome shotgun sequence	1	5141	2570.5	3070.5
NW_003302117.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_684, whole genome shotgun sequence	1	5838	2919	3419
NW_003302116.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_685, whole genome shotgun sequence	1	5534	2767	3267
NW_003302115.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_686, whole genome shotgun sequence	1	5026	2513	3013
NW_003302114.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_688, whole genome shotgun sequence	1	5023	2511.5	3011.5
NW_003302113.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_693, whole genome shotgun sequence	1	4983	2491.5	2991.5
NW_003302112.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_694, whole genome shotgun sequence	1	5113	2556.5	3056.5
NW_003302111.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_695, whole genome shotgun sequence	1	5175	2587.5	3087.5
NW_003302110.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_697, whole genome shotgun sequence	1	4979	2489.5	2989.5
NW_003302109.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_699, whole genome shotgun sequence	1	5067	2533.5	3033.5
NW_003302108.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_700, whole genome shotgun sequence	1	4965	2482.5	2982.5
NW_003302107.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_701, whole genome shotgun sequence	1	4959	2479.5	2979.5
NW_003302106.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_702, whole genome shotgun sequence	1	4958	2479	2979
NW_003302105.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_704, whole genome shotgun sequence	1	6290	3145	3645
NW_003302104.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_705, whole genome shotgun sequence	1	5366	2683	3183
NW_003302103.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_706, whole genome shotgun sequence	1	7009	3504.5	4004.5
NW_003302102.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_707, whole genome shotgun sequence	1	4917	2458.5	2958.5
NW_003302101.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_710, whole genome shotgun sequence	1	4912	2456	2956
NW_003302100.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_711, whole genome shotgun sequence	1	4872	2436	2936
NW_003302099.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_713, whole genome shotgun sequence	1	4863	2431.5	2931.5
NW_003302098.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_715, whole genome shotgun sequence	1	4861	2430.5	2930.5
NW_003302097.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_716, whole genome shotgun sequence	1	4853	2426.5	2926.5
NW_003302096.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_717, whole genome shotgun sequence	1	5243	2621.5	3121.5
NW_003302095.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_719, whole genome shotgun sequence	1	5313	2656.5	3156.5
NW_003302094.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_721, whole genome shotgun sequence	1	4834	2417	2917
NW_003302093.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_723, whole genome shotgun sequence	1	4825	2412.5	2912.5
NW_003302092.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_726, whole genome shotgun sequence	1	5424	2712	3212
NW_003302091.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_727, whole genome shotgun sequence	1	4814	2407	2907
NW_003302090.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_728, whole genome shotgun sequence	1	4797	2398.5	2898.5
NW_003302089.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_729, whole genome shotgun sequence	1	4780	2390	2890
NW_003302088.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_731, whole genome shotgun sequence	1	5275	2637.5	3137.5
NW_003302087.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_733, whole genome shotgun sequence	1	4746	2373	2873
NW_003302086.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_734, whole genome shotgun sequence	1	4745	2372.5	2872.5
NW_003302085.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_735, whole genome shotgun sequence	1	4737	2368.5	2868.5
NW_003302084.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_736, whole genome shotgun sequence	1	4732	2366	2866
NW_003302083.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_738, whole genome shotgun sequence	1	4726	2363	2863
NW_003302082.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_739, whole genome shotgun sequence	1	4724	2362	2862
NW_003302081.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_740, whole genome shotgun sequence	1	4713	2356.5	2856.5
NW_003302080.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_741, whole genome shotgun sequence	1	4712	2356	2856
NW_003302079.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_744, whole genome shotgun sequence	1	4703	2351.5	2851.5
NW_003302078.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_746, whole genome shotgun sequence	1	4685	2342.5	2842.5
NW_003302077.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_747, whole genome shotgun sequence	1	4673	2336.5	2836.5
NW_003302076.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_748, whole genome shotgun sequence	1	5666	2833	3333
NW_003302075.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_752, whole genome shotgun sequence	1	4661	2330.5	2830.5
NW_003302074.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_753, whole genome shotgun sequence	1	4660	2330	2830
NW_003302073.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_755, whole genome shotgun sequence	1	4645	2322.5	2822.5
NW_003302072.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_756, whole genome shotgun sequence	1	4643	2321.5	2821.5
NW_003302071.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_759, whole genome shotgun sequence	1	4630	2315	2815
NW_003302070.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_761, whole genome shotgun sequence	1	5050	2525	3025
NW_003302069.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_762, whole genome shotgun sequence	1	4621	2310.5	2810.5
NW_003302068.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_763, whole genome shotgun sequence	1	4616	2308	2808
NW_003302067.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_766, whole genome shotgun sequence	1	4606	2303	2803
NW_003302066.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_769, whole genome shotgun sequence	1	4691	2345.5	2845.5
NW_003302065.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_770, whole genome shotgun sequence	1	6232	3116	3616
NW_003302064.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_771, whole genome shotgun sequence	1	4584	2292	2792
NW_003302063.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_772, whole genome shotgun sequence	1	4582	2291	2791
NW_003302062.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_773, whole genome shotgun sequence	1	4573	2286.5	2786.5
NW_003302061.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_776, whole genome shotgun sequence	1	4960	2480	2980
NW_003302060.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_777, whole genome shotgun sequence	1	4536	2268	2768
NW_003302059.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_779, whole genome shotgun sequence	1	4521	2260.5	2760.5
NW_003302058.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_780, whole genome shotgun sequence	1	4662	2331	2831
NW_003302057.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_781, whole genome shotgun sequence	1	4495	2247.5	2747.5
NW_003302056.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_782, whole genome shotgun sequence	1	4595	2297.5	2797.5
NW_003302055.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_783, whole genome shotgun sequence	1	4478	2239	2739
NW_003302054.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_784, whole genome shotgun sequence	1	4474	2237	2737
NW_003302053.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_786, whole genome shotgun sequence	1	4606	2303	2803
NW_003302052.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_787, whole genome shotgun sequence	1	4568	2284	2784
NW_003302051.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_788, whole genome shotgun sequence	1	4458	2229	2729
NW_003302050.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_790, whole genome shotgun sequence	1	4554	2277	2777
NW_003302049.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_792, whole genome shotgun sequence	1	4443	2221.5	2721.5
NW_003302048.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_793, whole genome shotgun sequence	1	4441	2220.5	2720.5
NW_003302047.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_795, whole genome shotgun sequence	1	5066	2533	3033
NW_003302046.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_796, whole genome shotgun sequence	1	4429	2214.5	2714.5
NW_003302045.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_797, whole genome shotgun sequence	1	4423	2211.5	2711.5
NW_003302044.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_798, whole genome shotgun sequence	1	4415	2207.5	2707.5
NW_003302043.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_801, whole genome shotgun sequence	1	4509	2254.5	2754.5
NW_003302042.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_802, whole genome shotgun sequence	1	4396	2198	2698
NW_003302041.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_804, whole genome shotgun sequence	1	4377	2188.5	2688.5
NW_003302040.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_805, whole genome shotgun sequence	1	4370	2185	2685
NW_003302039.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_807, whole genome shotgun sequence	1	6854	3427	3927
NW_003302038.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_810, whole genome shotgun sequence	1	5651	2825.5	3325.5
NW_003302037.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_811, whole genome shotgun sequence	1	4562	2281	2781
NW_003302036.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_812, whole genome shotgun sequence	1	4514	2257	2757
NW_003302035.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_813, whole genome shotgun sequence	1	4331	2165.5	2665.5
NW_003302034.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_814, whole genome shotgun sequence	1	4539	2269.5	2769.5
NW_003302033.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_815, whole genome shotgun sequence	1	4310	2155	2655
NW_003302032.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_817, whole genome shotgun sequence	1	4298	2149	2649
NW_003302031.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_819, whole genome shotgun sequence	1	4465	2232.5	2732.5
NW_003302030.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_823, whole genome shotgun sequence	1	4267	2133.5	2633.5
NW_003302029.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_825, whole genome shotgun sequence	1	4247	2123.5	2623.5
NW_003302028.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_828, whole genome shotgun sequence	1	4207	2103.5	2603.5
NW_003302027.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_829, whole genome shotgun sequence	1	4347	2173.5	2673.5
NW_003302026.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_830, whole genome shotgun sequence	1	4194	2097	2597
NW_003302025.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_831, whole genome shotgun sequence	1	4344	2172	2672
NW_003302024.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_832, whole genome shotgun sequence	1	4187	2093.5	2593.5
NW_003302023.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_834, whole genome shotgun sequence	1	4178	2089	2589
NW_003302022.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_835, whole genome shotgun sequence	1	4174	2087	2587
NW_003302021.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_837, whole genome shotgun sequence	1	4626	2313	2813
NW_003302020.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_838, whole genome shotgun sequence	1	4523	2261.5	2761.5
NW_003302019.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_840, whole genome shotgun sequence	1	5829	2914.5	3414.5
NW_003302018.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_843, whole genome shotgun sequence	1	4275	2137.5	2637.5
NW_003302017.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_845, whole genome shotgun sequence	1	4512	2256	2756
NW_003302016.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_848, whole genome shotgun sequence	1	4102	2051	2551
NW_003302015.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_849, whole genome shotgun sequence	1	4099	2049.5	2549.5
NW_003302014.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_851, whole genome shotgun sequence	1	4097	2048.5	2548.5
NW_003302013.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_852, whole genome shotgun sequence	1	4092	2046	2546
NW_003302012.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_853, whole genome shotgun sequence	1	4089	2044.5	2544.5
NW_003302011.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_855, whole genome shotgun sequence	1	4439	2219.5	2719.5
NW_003302010.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_858, whole genome shotgun sequence	1	4066	2033	2533
NW_003302009.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_861, whole genome shotgun sequence	1	4139	2069.5	2569.5
NW_003302008.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_862, whole genome shotgun sequence	1	4575	2287.5	2787.5
NW_003302007.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_864, whole genome shotgun sequence	1	4516	2258	2758
NW_003302006.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_865, whole genome shotgun sequence	1	4494	2247	2747
NW_003302005.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_866, whole genome shotgun sequence	1	4016	2008	2508
NW_003302004.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_867, whole genome shotgun sequence	1	5049	2524.5	3024.5
NW_003302003.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_868, whole genome shotgun sequence	1	4182	2091	2591
NW_003302002.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_871, whole genome shotgun sequence	1	4285	2142.5	2642.5
NW_003302001.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_872, whole genome shotgun sequence	1	3968	1984	2484
NW_003302000.1 Arabidopsis lyrata subsp. lyrata unplaced genomic scaffold ARALYscaffold_875, whole genome shotgun sequence	1	3940	1970	2470
